yyyymm,link
195907,https://download-0003-clone.copernicus-climate.eu/cache-compute-0003/cache/data2/adaptor.mars.internal-1694551960.5740726-1188-4-1569cc24-612e-4efb-b691-4de071f44530.nc
195908,https://download-0017.copernicus-climate.eu/cache-compute-0017/cache/data1/adaptor.mars.internal-1694551994.5444438-12431-8-9c4b1d88-6203-4edf-adf6-cafc2d775e7a.nc
195909,https://download-0009-clone.copernicus-climate.eu/cache-compute-0009/cache/data9/adaptor.mars.internal-1694552027.763538-20069-20-7b9aecc4-0338-4ae2-8446-00921dc513be.nc
195910,https://download-0016.copernicus-climate.eu/cache-compute-0016/cache/data3/adaptor.mars.internal-1694552061.8465462-17107-2-9bf16c09-c5db-4c3f-94c0-8e0a85cba7d6.nc
195911,https://download-0021.copernicus-climate.eu/cache-compute-0021/cache/data0/adaptor.mars.internal-1694552096.6075082-12207-3-d4b4cf77-7e8a-4bb5-ad6e-a36537c93fbd.nc
195912,https://download-0012-clone.copernicus-climate.eu/cache-compute-0012/cache/data2/adaptor.mars.internal-1694552129.6499307-25292-8-4d6eabbe-3c34-438b-8121-424b60d5d527.nc
196001,https://download-0005-clone.copernicus-climate.eu/cache-compute-0005/cache/data3/adaptor.mars.internal-1694552164.1467247-9811-16-32beb713-f95c-4276-a508-06f222ec47bc.nc
196002,https://download-0001-clone.copernicus-climate.eu/cache-compute-0001/cache/data2/adaptor.mars.internal-1694552197.3693576-27819-1-dbbd3bd4-d58b-4451-b725-36fbc88e118b.nc
196003,https://download-0009-clone.copernicus-climate.eu/cache-compute-0009/cache/data3/adaptor.mars.internal-1694552232.1088324-23841-9-dabde3f0-c2b8-4578-8aac-008dbfff650a.nc
196004,https://download-0017.copernicus-climate.eu/cache-compute-0017/cache/data7/adaptor.mars.internal-1694552264.5397844-17970-10-26a3c93d-8fd0-44a1-83cb-a84ef903ad84.nc
196005,https://download-0018.copernicus-climate.eu/cache-compute-0018/cache/data4/adaptor.mars.internal-1694552287.0025728-452-2-edd73464-4358-4d58-b060-b3a1ad7bdba7.nc
196006,https://download-0019.copernicus-climate.eu/cache-compute-0019/cache/data8/adaptor.mars.internal-1694552321.6629236-4845-19-0a984e57-c5b8-4903-ad34-c1f987904e86.nc
196007,https://download-0015-clone.copernicus-climate.eu/cache-compute-0015/cache/data0/adaptor.mars.internal-1694552354.2466571-24477-18-e938213e-2d58-429f-b177-952ccbd7ec97.nc
196008,https://download-0003-clone.copernicus-climate.eu/cache-compute-0003/cache/data2/adaptor.mars.internal-1694552376.5883603-3582-5-e755c61f-8a6a-48a9-9fa9-4f60ab6ca6a6.nc
196009,https://download-0013-clone.copernicus-climate.eu/cache-compute-0013/cache/data4/adaptor.mars.internal-1694552410.5645955-32017-1-feace3d3-f9f3-4c33-91bc-5d096330fd21.nc
196010,https://download-0016.copernicus-climate.eu/cache-compute-0016/cache/data7/adaptor.mars.internal-1694552444.436977-19559-9-a3965c00-e2cd-4e11-a8af-09f9c337d332.nc
196011,https://download-0001-clone.copernicus-climate.eu/cache-compute-0001/cache/data7/adaptor.mars.internal-1694552477.7097142-28054-10-553bb745-9046-41fb-abc2-e83589973b4d.nc
196012,https://download-0016.copernicus-climate.eu/cache-compute-0016/cache/data0/adaptor.mars.internal-1694552512.131987-19486-10-43786891-b643-4e1b-af5e-4c2a0561ae79.nc
196101,https://download-0019.copernicus-climate.eu/cache-compute-0019/cache/data8/adaptor.mars.internal-1694552544.6331306-6241-19-151dc385-3550-4686-bc42-64629a854c58.nc
196102,https://download-0012-clone.copernicus-climate.eu/cache-compute-0012/cache/data2/adaptor.mars.internal-1694552567.225719-28048-8-b8e8b3cc-62fb-4744-8fca-c63e0a9fff9e.nc
196103,https://download-0015-clone.copernicus-climate.eu/cache-compute-0015/cache/data2/adaptor.mars.internal-1694552589.8649364-26076-16-f5ebf43d-722b-481e-8fb8-e6dfd98a8c4a.nc
196104,https://download-0021.copernicus-climate.eu/cache-compute-0021/cache/data6/adaptor.mars.internal-1694552624.2057066-14370-8-7585419d-816c-4abc-8516-17681a480881.nc
196105,https://download-0001-clone.copernicus-climate.eu/cache-compute-0001/cache/data4/adaptor.mars.internal-1694552657.919309-28623-14-2902760f-094c-4f78-9425-d1250a136604.nc
196106,https://download-0009-clone.copernicus-climate.eu/cache-compute-0009/cache/data2/adaptor.mars.internal-1694552691.164837-23653-10-2c2ffb13-ec4f-4c10-aef0-1d6d185ebd54.nc
196107,https://download-0002-clone.copernicus-climate.eu/cache-compute-0002/cache/data1/adaptor.mars.internal-1694552724.9601388-11792-17-abfdbdec-6bc8-4f41-8581-1a269a226bba.nc
196108,https://download-0013-clone.copernicus-climate.eu/cache-compute-0013/cache/data9/adaptor.mars.internal-1694552759.4796443-31825-13-1ff97e93-acfa-4315-9dbe-f53db7eabb0e.nc
196109,https://download-0020.copernicus-climate.eu/cache-compute-0020/cache/data8/adaptor.mars.internal-1694552792.151052-20309-15-8a724974-3894-4f15-aeac-55b7e95770e7.nc
196110,https://download-0013-clone.copernicus-climate.eu/cache-compute-0013/cache/data3/adaptor.mars.internal-1694552826.8932073-31825-16-e8ddf87a-7cae-41df-8c08-0fa11289b730.nc
196111,https://download-0015-clone.copernicus-climate.eu/cache-compute-0015/cache/data8/adaptor.mars.internal-1694552860.1565936-30962-2-f088d97e-b0a7-422a-8f14-5ee4dcb35699.nc
196112,https://download-0012-clone.copernicus-climate.eu/cache-compute-0012/cache/data5/adaptor.mars.internal-1694552883.0349972-28861-16-d3601d63-7754-4821-98a6-f92047b1a905.nc
196201,https://download-0013-clone.copernicus-climate.eu/cache-compute-0013/cache/data3/adaptor.mars.internal-1694552915.8571455-24042-16-0cbd98f7-1382-430c-aae4-d6de03c8633d.nc
196202,https://download-0013-clone.copernicus-climate.eu/cache-compute-0013/cache/data9/adaptor.mars.internal-1694552949.9184606-4252-13-5d5b6eb5-112e-4101-8c10-34e8a426cd59.nc
196203,https://download-0004-clone.copernicus-climate.eu/cache-compute-0004/cache/data1/adaptor.mars.internal-1694552972.2045524-14273-8-51a94a69-8a7e-48c7-86b6-aab10ba308ec.nc
196204,https://download-0010-clone.copernicus-climate.eu/cache-compute-0010/cache/data2/adaptor.mars.internal-1694553005.9519532-12910-6-afd121b7-052e-42b3-a124-24a4dfb06a79.nc
196205,https://download-0021.copernicus-climate.eu/cache-compute-0021/cache/data7/adaptor.mars.internal-1694553027.9940746-21320-11-66988324-6d08-49a4-9078-9c4c22642fc9.nc
196206,https://download-0015-clone.copernicus-climate.eu/cache-compute-0015/cache/data3/adaptor.mars.internal-1694553061.541574-30881-11-21dfe6de-525f-4a73-8a9d-1e2339d3cf75.nc
